sex,dose,type_vax,COVID19,month,Ageband,Persontime,year
F,0,,0,March,total,45871,2019
F,0,,0,April,total,44350,2019
F,0,,0,May,total,45942,2019
F,0,,0,June,total,44316,2019
F,0,,0,July,total,45824,2019
F,0,,0,August,total,46041,2019
F,0,,0,September,total,44643,2019
F,0,,0,October,total,46086,2019
F,0,,0,December,total,44707,2020
F,0,,0,January,total,43455,2021
F,0,,1,January,total,885,2021
F,0,,1,February,total,1089,2021
F,0,,1,March,total,1276,2021
F,0,,1,April,total,1134,2021
F,0,,1,May,total,967,2021
F,1,pfizer,1,May,total,221,2021
F,1,pfizer,1,June,total,334,2021
F,2,pfizer,1,June,total,151,2021
F,0,,0,February,total,38038,2021
F,0,,0,March,total,39509,2021
F,0,,0,April,total,33548,2021
F,0,,0,May,total,29614,2021
F,1,pfizer,0,May,total,3702,2021
F,1,pfizer,0,June,total,7694,2021
M,0,,0,January,total,44078,2019
M,0,,0,February,total,39563,2019
M,0,,0,March,total,43779,2019
M,0,,0,April,total,42497,2019
M,0,,0,May,total,43720,2019
M,0,,0,June,total,42381,2019
M,0,,0,July,total,43834,2019
M,0,,0,August,total,43859,2019
M,0,,0,September,total,42527,2019
M,0,,0,October,total,43992,2019
M,0,,0,November,total,42527,2019
M,0,,0,December,total,43988,2019
M,0,,0,January,total,43756,2020
M,0,,0,February,total,40776,2020
M,0,,0,March,total,43758,2020
M,0,,0,April,total,42718,2020
M,0,,0,May,total,44100,2020
M,0,,0,June,total,42757,2020
M,0,,0,July,total,44069,2020
M,0,,0,August,total,43784,2020
M,0,,0,September,total,42146,2020
M,0,,0,October,total,43303,2020
M,0,,0,November,total,41642,2020
M,0,,0,December,total,42434,2020
M,0,,0,January,total,41359,2021
M,0,,0,February,total,36621,2021
M,0,,0,March,total,38715,2021
M,0,,0,April,total,33909,2021
M,1,pfizer,0,April,total,1822,2021
M,1,pfizer,0,May,total,3013,2021
M,0,,0,May,total,30463,2021
M,0,,0,June,total,22717,2021
M,1,moderna,0,June,total,1001,2021
M,1,pfizer,0,January,total,440,2021
M,1,pfizer,0,February,total,238,2021
M,2,pfizer,0,February,total,449,2021
M,2,pfizer,0,March,total,664,2021
M,2,pfizer,0,April,total,1280,2021
M,2,pfizer,0,May,total,2885,2021
M,2,pfizer,0,June,total,4003,2021
M,3,pfizer,0,June,total,36,2021
F,0,,1,May,total,51,2020
F,0,,1,June,total,199,2020
F,0,,1,July,total,222,2020
F,0,,1,August,total,248,2020
F,0,,1,September,total,240,2020
F,0,,1,October,total,250,2020
F,0,,1,November,total,380,2020
F,0,,1,December,total,526,2020
F,0,,1,June,total,769,2021
M,1,pfizer,0,June,total,6418,2021
F,1,pfizer,0,April,total,2704,2021
F,2,pfizer,0,May,total,4642,2021
F,2,pfizer,0,June,total,5702,2021
F,0,,0,June,total,21129,2021
F,1,pfizer,0,March,total,1596,2021
F,2,pfizer,0,April,total,2444,2021
M,0,,1,January,total,812,2021
M,0,,1,February,total,990,2021
M,0,,1,March,total,1126,2021
M,0,,1,April,total,1022,2021
M,0,,1,May,total,985,2021
M,0,,1,June,total,820,2021
F,1,pfizer,0,January,total,680,2021
F,1,pfizer,0,February,total,694,2021
F,2,pfizer,0,February,total,605,2021
F,2,pfizer,0,March,total,1203,2021
M,1,astrazeneca,0,March,total,849,2021
M,1,astrazeneca,0,April,total,1907,2021
M,1,astrazeneca,0,May,total,2531,2021
M,1,astrazeneca,0,June,total,2511,2021
M,2,astrazeneca,0,June,total,851,2021
F,1,moderna,0,March,total,134,2021
F,1,moderna,0,April,total,512,2021
F,2,moderna,0,April,total,140,2021
F,2,moderna,0,May,total,574,2021
F,2,moderna,0,June,total,907,2021
F,1,astrazeneca,0,May,total,3232,2021
F,1,astrazeneca,0,June,total,2773,2021
M,1,moderna,0,May,total,728,2021
M,2,moderna,0,June,total,1301,2021
M,2,pfizer,0,January,total,36,2021
M,1,pfizer,0,March,total,809,2021
F,2,pfizer,0,January,total,30,2021
F,1,astrazeneca,0,March,total,1148,2021
F,1,astrazeneca,0,April,total,2523,2021
F,2,astrazeneca,0,June,total,1233,2021
M,1,janssen,0,June,total,491,2021
M,1,moderna,0,March,total,170,2021
M,1,moderna,0,April,total,549,2021
M,0,,1,November,total,201,2020
M,0,,1,December,total,549,2020
F,1,janssen,0,June,total,557,2021
M,1,janssen,0,May,total,144,2021
F,1,moderna,0,June,total,1188,2021
M,2,moderna,0,April,total,305,2021
M,2,moderna,0,May,total,818,2021
F,1,astrazeneca,0,February,total,176,2021
F,2,astrazeneca,0,May,total,344,2021
F,1,moderna,0,May,total,728,2021
M,2,astrazeneca,0,May,total,250,2021
M,1,astrazeneca,0,February,total,127,2021
F,1,pfizer,1,April,total,103,2021
F,1,moderna,1,March,total,11,2021
F,1,moderna,1,April,total,19,2021
F,2,moderna,1,April,total,11,2021
F,2,moderna,1,May,total,31,2021
F,2,moderna,1,June,total,30,2021
M,1,pfizer,1,January,total,19,2021
M,2,pfizer,1,January,total,5,2021
M,2,pfizer,1,February,total,28,2021
M,2,pfizer,1,March,total,48,2021
M,2,pfizer,1,April,total,65,2021
M,2,pfizer,1,May,total,85,2021
M,2,pfizer,1,June,total,90,2021
M,1,pfizer,1,June,total,176,2021
F,1,janssen,0,May,total,194,2021
M,0,,1,July,total,43,2020
M,0,,1,August,total,62,2020
M,0,,1,September,total,70,2020
M,0,,1,October,total,140,2020
M,1,janssen,0,April,total,4,2021
F,2,pfizer,1,May,total,129,2021
F,1,janssen,0,April,total,14,2021
M,1,pfizer,1,April,total,58,2021
M,1,pfizer,1,May,total,85,2021
F,1,pfizer,1,February,total,10,2021
F,1,pfizer,1,March,total,18,2021
F,2,pfizer,1,March,total,44,2021
F,2,pfizer,1,April,total,60,2021
M,1,moderna,0,January,total,32,2021
M,1,moderna,0,February,total,61,2021
M,2,moderna,0,February,total,33,2021
M,2,moderna,0,March,total,115,2021
F,1,astrazeneca,1,February,total,5,2021
F,1,astrazeneca,1,March,total,31,2021
F,1,astrazeneca,1,April,total,53,2021
F,1,astrazeneca,1,May,total,51,2021
F,2,astrazeneca,1,May,total,11,2021
F,2,astrazeneca,1,June,total,30,2021
M,0,,1,April,total,3,2020
M,0,,1,May,total,11,2020
M,1,astrazeneca,1,April,total,55,2021
M,1,astrazeneca,1,May,total,62,2021
M,1,astrazeneca,1,June,total,60,2021
F,1,janssen,1,June,total,36,2021
F,1,moderna,0,January,total,10,2021
F,1,moderna,0,February,total,46,2021
F,2,moderna,0,February,total,10,2021
F,2,moderna,0,March,total,31,2021
M,0,,1,June,total,8,2020
F,1,astrazeneca,1,June,total,32,2021
F,0,,1,April,total,8,2020
M,1,pfizer,1,March,total,19,2021
F,1,pfizer,1,January,total,18,2021
F,2,pfizer,1,February,total,25,2021
M,1,astrazeneca,1,March,total,20,2021
F,3,pfizer,0,May,total,26,2021
F,3,pfizer,0,June,total,30,2021
total,0,,0,November,total,87231,2019
total,0,,0,December,total,90224,2019
total,0,,0,January,total,90132,2020
total,0,,0,February,total,84101,2020
total,0,,0,March,total,89964,2020
total,0,,0,April,total,87185,2020
total,0,,0,May,total,89759,2020
total,0,,0,June,total,86533,2020
total,0,,0,July,total,89387,2020
total,0,,0,August,total,89051,2020
total,0,,0,September,total,85833,2020
total,0,,0,October,total,88501,2020
total,0,,0,November,total,85184,2020
total,0,,0,January,total,90053,2019
total,0,,0,February,total,81095,2019
total,0,,0,March,total,89650,2019
total,0,,0,April,total,86847,2019
total,0,,0,May,total,89662,2019
total,0,,0,June,total,86697,2019
total,0,,0,July,total,89658,2019
total,0,,0,August,total,89900,2019
total,0,,0,September,total,87170,2019
total,0,,0,October,total,90078,2019
total,0,,0,December,total,87141,2020
total,0,,0,January,total,84814,2021
total,0,,1,January,total,1697,2021
total,0,,1,February,total,2079,2021
total,0,,1,March,total,2402,2021
total,0,,1,April,total,2156,2021
total,0,,1,May,total,1952,2021
total,1,pfizer,1,May,total,306,2021
total,1,pfizer,1,June,total,510,2021
total,2,pfizer,1,June,total,241,2021
total,0,,0,February,total,74659,2021
total,0,,0,March,total,78224,2021
total,0,,0,April,total,67457,2021
total,0,,0,May,total,60077,2021
total,1,pfizer,0,May,total,6715,2021
total,1,pfizer,0,June,total,14112,2021
total,1,pfizer,0,April,total,4526,2021
total,0,,0,June,total,43846,2021
total,1,moderna,0,June,total,2189,2021
total,1,pfizer,0,January,total,1120,2021
total,1,pfizer,0,February,total,932,2021
total,2,pfizer,0,February,total,1054,2021
total,2,pfizer,0,March,total,1867,2021
total,2,pfizer,0,April,total,3724,2021
total,2,pfizer,0,May,total,7527,2021
total,2,pfizer,0,June,total,9705,2021
total,3,pfizer,0,June,total,66,2021
total,0,,1,May,total,62,2020
total,0,,1,June,total,207,2020
total,0,,1,July,total,265,2020
total,0,,1,August,total,310,2020
total,0,,1,September,total,310,2020
total,0,,1,October,total,390,2020
total,0,,1,November,total,581,2020
total,0,,1,December,total,1075,2020
total,0,,1,June,total,1589,2021
total,1,pfizer,0,March,total,2405,2021
total,1,astrazeneca,0,March,total,1997,2021
total,1,astrazeneca,0,April,total,4430,2021
total,1,astrazeneca,0,May,total,5763,2021
total,1,astrazeneca,0,June,total,5284,2021
total,2,astrazeneca,0,June,total,2084,2021
total,1,moderna,0,March,total,304,2021
total,1,moderna,0,April,total,1061,2021
total,2,moderna,0,April,total,445,2021
total,2,moderna,0,May,total,1392,2021
total,2,moderna,0,June,total,2208,2021
total,1,moderna,0,May,total,1456,2021
total,2,pfizer,0,January,total,66,2021
total,1,janssen,0,June,total,1048,2021
total,1,janssen,0,May,total,338,2021
total,1,astrazeneca,0,February,total,303,2021
total,2,astrazeneca,0,May,total,594,2021
total,1,pfizer,1,April,total,161,2021
total,1,moderna,1,March,total,11,2021
total,1,moderna,1,April,total,19,2021
total,2,moderna,1,April,total,11,2021
total,2,moderna,1,May,total,31,2021
total,2,moderna,1,June,total,30,2021
total,1,pfizer,1,January,total,37,2021
total,2,pfizer,1,January,total,5,2021
total,2,pfizer,1,February,total,53,2021
total,2,pfizer,1,March,total,92,2021
total,2,pfizer,1,April,total,125,2021
total,2,pfizer,1,May,total,214,2021
total,1,janssen,0,April,total,18,2021
total,1,pfizer,1,February,total,10,2021
total,1,pfizer,1,March,total,37,2021
total,1,moderna,0,January,total,42,2021
total,1,moderna,0,February,total,107,2021
total,2,moderna,0,February,total,43,2021
total,2,moderna,0,March,total,146,2021
total,1,astrazeneca,1,February,total,5,2021
total,1,astrazeneca,1,March,total,51,2021
total,1,astrazeneca,1,April,total,108,2021
total,1,astrazeneca,1,May,total,113,2021
total,2,astrazeneca,1,May,total,11,2021
total,2,astrazeneca,1,June,total,30,2021
total,0,,1,April,total,11,2020
total,1,astrazeneca,1,June,total,92,2021
total,1,janssen,1,June,total,36,2021
total,3,pfizer,0,May,total,26,2021
