sex,dose,type_vax,COVID19,month,Ageband,Persontime,year
total,2,pfizer,1,January,30-39,5,2021
total,2,pfizer,1,February,30-39,28,2021
total,2,pfizer,1,March,30-39,31,2021
total,2,pfizer,1,April,30-39,30,2021
total,2,pfizer,1,May,30-39,31,2021
total,2,pfizer,1,June,30-39,30,2021
total,2,pfizer,0,January,60-69,43,2021
total,0,,1,November,80+,153,2020
total,0,,1,June,60-69,36,2020
total,0,,1,July,60-69,62,2020
total,0,,1,August,60-69,62,2020
total,0,,1,September,60-69,60,2020
total,0,,1,October,60-69,62,2020
total,1,pfizer,0,April,12-17,11,2021
total,1,pfizer,0,May,12-17,26,2021
total,2,pfizer,0,May,12-17,18,2021
total,2,pfizer,0,June,12-17,33,2021
total,2,moderna,0,June,40-49,601,2021
total,0,,1,January,70-79,129,2021
total,0,,1,February,70-79,209,2021
total,0,,1,March,70-79,329,2021
total,0,,1,April,70-79,208,2021
total,1,pfizer,1,April,70-79,35,2021
total,1,pfizer,1,May,70-79,71,2021
total,2,pfizer,1,May,70-79,16,2021
total,2,pfizer,1,June,70-79,38,2021
total,2,pfizer,0,January,18-24,4,2021
total,1,moderna,0,March,80+,18,2021
total,1,moderna,0,April,80+,107,2021
total,2,moderna,0,April,80+,23,2021
total,2,moderna,0,May,80+,134,2021
total,2,moderna,0,June,80+,150,2021
total,2,pfizer,1,May,80+,58,2021
total,2,pfizer,1,June,80+,60,2021
total,1,pfizer,1,April,25-29,44,2021
total,1,pfizer,1,May,25-29,41,2021
total,1,pfizer,1,February,50-59,10,2021
total,1,pfizer,1,March,50-59,24,2021
total,2,pfizer,1,March,50-59,106,2021
total,2,pfizer,1,April,50-59,120,2021
total,2,pfizer,1,May,50-59,140,2021
total,1,moderna,1,May,60-69,45,2021
total,1,moderna,1,June,60-69,58,2021
total,2,moderna,1,June,60-69,2,2021
total,1,moderna,0,May,80+,21,2021
total,2,astrazeneca,0,May,60-69,14,2021
total,1,pfizer,0,March,70-79,31,2021
total,2,pfizer,0,January,80+,33,2021
total,1,moderna,0,February,18-24,71,2021
total,1,moderna,0,March,18-24,52,2021
total,2,moderna,0,March,18-24,103,2021
total,2,moderna,0,April,18-24,151,2021
total,2,moderna,0,May,18-24,186,2021
total,1,astrazeneca,0,June,18-24,75,2021
total,0,,1,September,25-29,66,2020
total,0,,1,October,25-29,93,2020
total,0,,1,November,25-29,92,2020
total,2,moderna,0,May,40-49,311,2021
total,1,moderna,0,January,30-39,11,2021
total,1,moderna,0,February,30-39,27,2021
total,2,moderna,0,February,30-39,13,2021
total,2,moderna,0,March,30-39,31,2021
total,2,pfizer,1,February,50-59,74,2021
total,0,,1,October,80+,63,2020
total,1,moderna,0,February,70-79,32,2021
total,2,moderna,0,March,70-79,36,2021
total,1,moderna,0,February,60-69,50,2021
total,2,moderna,0,March,60-69,75,2021
total,0,,1,October,12-17,32,2020
total,1,pfizer,1,June,12-17,9,2021
total,1,astrazeneca,1,February,40-49,5,2021
total,1,astrazeneca,1,March,40-49,31,2021
total,1,astrazeneca,1,April,40-49,30,2021
total,1,astrazeneca,1,May,40-49,20,2021
total,2,astrazeneca,1,May,40-49,11,2021
total,2,astrazeneca,1,June,40-49,30,2021
total,0,,1,August,40-49,68,2020
total,1,moderna,0,March,25-29,36,2021
total,2,moderna,0,April,25-29,4,2021
total,0,,1,May,70-79,130,2021
total,0,,1,June,70-79,116,2021
total,1,astrazeneca,1,April,70-79,57,2021
total,1,astrazeneca,1,May,70-79,122,2021
total,1,astrazeneca,1,June,70-79,122,2021
total,3,pfizer,0,April,50-59,16,2021
total,3,pfizer,0,May,50-59,31,2021
total,3,pfizer,0,June,50-59,30,2021
total,0,,1,April,70-79,11,2020
total,0,,1,May,70-79,20,2020
total,0,,1,June,80+,54,2020
total,0,,1,July,80+,62,2020
total,0,,1,August,80+,62,2020
total,0,,1,September,80+,60,2020
total,1,pfizer,1,March,80+,52,2021
total,2,pfizer,1,March,80+,11,2021
total,2,pfizer,1,April,80+,35,2021
total,1,pfizer,1,May,30-39,7,2021
total,2,astrazeneca,0,June,80+,32,2021
total,1,astrazeneca,0,June,80+,11,2021
total,0,,1,May,0-4,53,2021
total,0,,1,June,0-4,60,2021
total,0,,1,May,40-49,16,2020
total,0,,1,June,40-49,60,2020
total,0,,1,July,40-49,62,2020
total,1,pfizer,1,April,40-49,62,2021
total,2,pfizer,1,May,40-49,54,2021
total,2,pfizer,1,June,40-49,60,2021
total,1,moderna,0,March,40-49,73,2021
total,2,moderna,0,April,40-49,110,2021
total,0,,1,December,0-4,20,2020
total,0,,1,January,0-4,62,2021
total,0,,1,February,0-4,56,2021
total,0,,1,March,0-4,54,2021
total,0,,1,April,0-4,30,2021
total,0,,1,May,25-29,23,2020
total,0,,1,June,25-29,41,2020
total,0,,1,July,25-29,62,2020
total,0,,1,August,25-29,62,2020
total,2,pfizer,1,May,25-29,59,2021
total,2,pfizer,1,June,25-29,60,2021
total,2,pfizer,0,January,40-49,12,2021
total,1,pfizer,1,January,25-29,21,2021
total,2,pfizer,1,January,25-29,3,2021
total,2,pfizer,1,February,25-29,28,2021
total,2,pfizer,1,March,25-29,31,2021
total,2,pfizer,1,April,25-29,30,2021
total,1,moderna,0,January,50-59,12,2021
total,1,moderna,0,February,50-59,21,2021
total,2,moderna,0,February,50-59,7,2021
total,2,moderna,0,March,50-59,31,2021
total,1,astrazeneca,0,February,18-24,18,2021
total,0,,1,December,70-79,84,2020
total,1,pfizer,1,June,70-79,82,2021
total,1,moderna,0,April,18-24,29,2021
total,0,,1,May,80+,6,2020
total,1,moderna,0,January,18-24,22,2021
total,2,moderna,0,February,18-24,21,2021
total,0,,1,September,70-79,10,2020
total,0,,1,October,70-79,31,2020
total,0,,1,November,70-79,30,2020
total,1,moderna,0,January,60-69,10,2021
total,2,moderna,0,February,60-69,10,2021
total,1,pfizer,1,April,60-69,9,2021
total,1,moderna,1,March,70-79,1,2021
total,1,moderna,1,April,70-79,30,2021
total,1,moderna,1,May,70-79,31,2021
total,1,moderna,1,June,70-79,30,2021
total,1,pfizer,1,April,12-17,19,2021
total,1,pfizer,1,May,12-17,1,2021
total,2,pfizer,1,May,12-17,7,2021
total,3,pfizer,0,June,40-49,24,2021
total,0,,1,June,18-24,8,2020
total,0,,1,July,18-24,31,2020
total,0,,1,August,18-24,31,2020
total,0,,1,September,18-24,47,2020
total,0,,1,October,18-24,62,2020
total,0,,1,May,60-69,2,2020
total,1,astrazeneca,1,April,60-69,23,2021
total,1,astrazeneca,1,May,60-69,46,2021
total,1,moderna,0,February,40-49,24,2021
total,2,moderna,0,March,40-49,33,2021
total,1,pfizer,1,March,40-49,40,2021
total,1,astrazeneca,1,February,50-59,11,2021
total,1,astrazeneca,1,March,50-59,51,2021
total,1,pfizer,1,January,50-59,39,2021
total,2,pfizer,1,January,50-59,6,2021
total,1,pfizer,1,February,80+,4,2021
total,0,,1,June,50-59,49,2020
total,2,pfizer,0,January,70-79,2,2021
total,2,pfizer,1,March,40-49,7,2021
total,2,pfizer,1,April,40-49,30,2021
total,1,moderna,0,February,25-29,28,2021
total,1,moderna,1,April,60-69,6,2021
total,0,,1,April,12-17,4,2020
total,0,,1,May,12-17,31,2020
total,0,,1,June,12-17,30,2020
total,0,,1,July,12-17,31,2020
total,0,,1,August,12-17,31,2020
total,0,,1,September,12-17,30,2020
total,3,pfizer,0,May,60-69,26,2021
total,3,pfizer,0,June,60-69,30,2021
total,1,moderna,0,June,12-17,1,2021
F,0,,0,January,total,122877,2019
F,0,,0,February,total,111307,2019
F,0,,0,March,total,123257,2019
F,0,,0,April,total,119399,2019
F,0,,0,May,total,123475,2019
F,0,,0,June,total,119367,2019
F,0,,0,July,total,123316,2019
F,0,,0,August,total,123285,2019
F,0,,0,September,total,119126,2019
F,0,,0,October,total,123094,2019
F,0,,0,November,total,119086,2019
F,0,,0,December,total,122898,2019
F,0,,0,January,total,122960,2020
F,0,,0,February,total,114963,2020
F,0,,0,March,total,122984,2020
F,0,,0,April,total,118790,2020
F,0,,0,May,total,122674,2020
F,0,,0,June,total,118397,2020
F,0,,0,July,total,122311,2020
F,0,,0,August,total,122269,2020
F,0,,0,September,total,118055,2020
F,0,,0,October,total,121809,2020
F,0,,0,November,total,117447,2020
F,0,,0,December,total,120600,2020
F,0,,1,January,total,2510,2021
F,0,,1,February,total,2915,2021
F,0,,1,March,total,3582,2021
F,0,,1,April,total,3268,2021
F,0,,1,May,total,2949,2021
F,0,,1,June,total,2177,2021
F,1,pfizer,1,June,total,1228,2021
M,0,,0,October,total,115649,2019
M,0,,0,November,total,112213,2019
M,0,,0,December,total,116152,2019
M,0,,0,January,total,116095,2020
M,0,,0,February,total,108510,2020
M,0,,0,March,total,116138,2020
M,0,,0,April,total,112506,2020
M,0,,0,May,total,116117,2020
M,0,,0,June,total,112274,2020
M,0,,0,July,total,116045,2020
M,0,,0,August,total,116031,2020
M,0,,0,September,total,112321,2020
M,0,,0,October,total,115892,2020
M,0,,0,November,total,111724,2020
M,0,,0,December,total,114698,2020
M,0,,0,January,total,112794,2021
M,0,,0,February,total,99784,2021
M,0,,0,March,total,105512,2021
M,0,,0,April,total,92360,2021
M,0,,0,May,total,83171,2021
M,0,,0,June,total,61252,2021
M,0,,0,January,total,115514,2019
M,0,,0,February,total,104344,2019
M,0,,0,March,total,115674,2019
M,0,,0,April,total,111969,2019
M,0,,0,May,total,115773,2019
M,0,,0,June,total,112125,2019
M,0,,0,July,total,115899,2019
M,0,,0,August,total,115833,2019
M,0,,0,September,total,111900,2019
F,0,,0,January,total,117862,2021
F,0,,0,February,total,103477,2021
F,0,,0,March,total,106995,2021
F,0,,0,April,total,90827,2021
F,0,,0,May,total,79842,2021
F,1,astrazeneca,0,May,total,10171,2021
F,1,astrazeneca,0,June,total,8617,2021
F,0,,0,June,total,58137,2021
F,1,pfizer,1,May,total,713,2021
F,2,pfizer,1,June,total,279,2021
F,1,pfizer,0,May,total,9945,2021
F,1,pfizer,0,June,total,20268,2021
M,1,pfizer,0,April,total,5047,2021
M,1,pfizer,0,May,total,7835,2021
M,2,pfizer,0,May,total,9007,2021
M,2,pfizer,0,June,total,11846,2021
F,2,pfizer,0,June,total,16139,2021
M,1,astrazeneca,0,April,total,5150,2021
M,1,astrazeneca,0,May,total,7085,2021
M,1,astrazeneca,0,June,total,6556,2021
F,1,astrazeneca,0,April,total,7564,2021
F,2,astrazeneca,0,June,total,3665,2021
F,1,pfizer,0,January,total,1490,2021
F,2,pfizer,0,January,total,103,2021
F,2,pfizer,0,February,total,1483,2021
F,2,pfizer,0,March,total,3112,2021
F,2,pfizer,0,April,total,6412,2021
F,2,pfizer,0,May,total,12921,2021
M,1,pfizer,0,January,total,1032,2021
M,1,pfizer,0,February,total,746,2021
M,2,pfizer,0,February,total,1104,2021
M,2,pfizer,0,March,total,2047,2021
M,2,pfizer,0,April,total,4027,2021
M,1,moderna,0,June,total,2682,2021
F,1,pfizer,0,March,total,4320,2021
M,1,pfizer,0,June,total,18670,2021
M,3,pfizer,0,June,total,59,2021
M,0,,1,February,total,2388,2021
M,0,,1,March,total,3111,2021
M,0,,1,April,total,3005,2021
M,0,,1,May,total,2966,2021
M,0,,1,June,total,2488,2021
M,1,moderna,1,June,total,42,2021
F,0,,1,May,total,63,2020
F,0,,1,June,total,270,2020
F,0,,1,July,total,346,2020
F,0,,1,August,total,378,2020
F,0,,1,September,total,407,2020
F,0,,1,October,total,440,2020
F,0,,1,November,total,673,2020
F,0,,1,December,total,1428,2020
F,1,pfizer,0,April,total,7569,2021
M,0,,1,September,total,112,2020
M,0,,1,October,total,237,2020
M,0,,1,November,total,434,2020
M,0,,1,December,total,1141,2020
M,0,,1,January,total,1872,2021
M,1,pfizer,1,June,total,593,2021
F,1,moderna,0,June,total,2743,2021
F,1,pfizer,0,February,total,1684,2021
F,1,astrazeneca,0,March,total,3270,2021
F,2,astrazeneca,0,May,total,1038,2021
M,2,astrazeneca,0,June,total,2181,2021
M,1,pfizer,0,March,total,2219,2021
M,1,moderna,0,May,total,1685,2021
M,1,janssen,0,May,total,612,2021
M,1,janssen,0,June,total,1578,2021
M,1,astrazeneca,0,March,total,2003,2021
F,1,moderna,0,March,total,284,2021
F,1,moderna,0,April,total,1096,2021
F,2,moderna,0,April,total,314,2021
F,2,moderna,0,May,total,1308,2021
F,2,moderna,0,June,total,2144,2021
M,2,moderna,0,June,total,3010,2021
M,1,moderna,0,April,total,1283,2021
M,2,moderna,0,May,total,1887,2021
M,2,pfizer,0,January,total,69,2021
F,1,astrazeneca,0,February,total,504,2021
F,1,moderna,0,May,total,1524,2021
M,1,moderna,0,March,total,398,2021
F,1,janssen,1,May,total,2,2021
F,1,janssen,1,June,total,66,2021
M,1,astrazeneca,0,February,total,243,2021
M,2,astrazeneca,0,May,total,524,2021
F,1,astrazeneca,1,April,total,107,2021
F,1,astrazeneca,1,May,total,173,2021
F,1,astrazeneca,1,June,total,182,2021
F,1,janssen,0,June,total,1552,2021
M,2,moderna,0,April,total,624,2021
F,1,janssen,0,May,total,477,2021
F,1,pfizer,1,April,total,300,2021
F,1,moderna,1,May,total,66,2021
F,1,moderna,1,June,total,115,2021
F,2,moderna,1,June,total,35,2021
M,1,janssen,0,April,total,29,2021
F,1,moderna,1,March,total,11,2021
F,1,moderna,1,April,total,25,2021
F,2,moderna,1,April,total,11,2021
F,2,moderna,1,May,total,31,2021
M,1,pfizer,1,January,total,19,2021
M,2,pfizer,1,January,total,5,2021
M,2,pfizer,1,February,total,28,2021
M,2,pfizer,1,March,total,48,2021
M,2,pfizer,1,April,total,65,2021
M,2,pfizer,1,May,total,112,2021
M,2,pfizer,1,June,total,149,2021
M,1,pfizer,1,April,total,133,2021
M,1,pfizer,1,May,total,323,2021
M,0,,1,July,total,74,2020
M,0,,1,August,total,93,2020
F,2,pfizer,1,May,total,253,2021
F,1,janssen,0,April,total,35,2021
F,1,pfizer,1,February,total,14,2021
F,1,pfizer,1,March,total,97,2021
F,2,pfizer,1,March,total,138,2021
F,2,pfizer,1,April,total,180,2021
M,1,moderna,0,February,total,158,2021
M,2,moderna,0,March,total,222,2021
M,1,moderna,0,January,total,32,2021
M,2,moderna,0,February,total,33,2021
F,2,pfizer,1,February,total,102,2021
F,1,astrazeneca,1,February,total,5,2021
F,1,astrazeneca,1,March,total,31,2021
F,2,astrazeneca,1,May,total,11,2021
F,2,astrazeneca,1,June,total,30,2021
F,3,pfizer,0,April,total,16,2021
F,3,pfizer,0,May,total,57,2021
F,3,pfizer,0,June,total,60,2021
M,0,,1,April,total,7,2020
M,0,,1,May,total,42,2020
M,1,astrazeneca,1,April,total,85,2021
M,1,astrazeneca,1,May,total,108,2021
M,1,astrazeneca,1,June,total,120,2021
F,1,pfizer,1,January,total,60,2021
F,2,pfizer,1,January,total,9,2021
F,1,moderna,0,February,total,95,2021
F,2,moderna,0,March,total,87,2021
F,1,moderna,0,January,total,23,2021
F,2,moderna,0,February,total,18,2021
M,1,moderna,1,March,total,1,2021
M,1,moderna,1,April,total,30,2021
M,1,moderna,1,May,total,31,2021
M,0,,1,June,total,38,2020
M,1,astrazeneca,1,February,total,11,2021
M,1,astrazeneca,1,March,total,51,2021
F,0,,1,April,total,8,2020
M,1,pfizer,1,March,total,19,2021
total,0,,0,January,total,238391,2019
total,0,,0,February,total,215651,2019
total,0,,0,March,total,238931,2019
total,0,,0,April,total,231368,2019
total,0,,0,May,total,239248,2019
total,0,,0,June,total,231492,2019
total,0,,0,July,total,239215,2019
total,0,,0,August,total,239118,2019
total,0,,0,September,total,231026,2019
total,0,,0,October,total,238743,2019
total,0,,0,November,total,231299,2019
total,0,,0,December,total,239050,2019
total,0,,0,January,total,239055,2020
total,0,,0,February,total,223473,2020
total,0,,0,March,total,239122,2020
total,0,,0,April,total,231296,2020
total,0,,0,May,total,238791,2020
total,0,,0,June,total,230671,2020
total,0,,0,July,total,238356,2020
total,0,,0,August,total,238300,2020
total,0,,0,September,total,230376,2020
total,0,,0,October,total,237701,2020
total,0,,0,November,total,229171,2020
total,0,,0,December,total,235298,2020
total,0,,1,January,total,4382,2021
total,0,,1,February,total,5303,2021
total,0,,1,March,total,6693,2021
total,0,,1,April,total,6273,2021
total,0,,1,May,total,5915,2021
total,0,,1,June,total,4665,2021
total,1,pfizer,1,June,total,1821,2021
total,0,,0,January,total,230656,2021
total,0,,0,February,total,203261,2021
total,0,,0,March,total,212507,2021
total,0,,0,April,total,183187,2021
total,0,,0,May,total,163013,2021
total,0,,0,June,total,119389,2021
total,1,astrazeneca,0,May,total,17256,2021
total,1,astrazeneca,0,June,total,15173,2021
total,1,pfizer,1,May,total,1036,2021
total,2,pfizer,1,June,total,428,2021
total,1,pfizer,0,May,total,17780,2021
total,1,pfizer,0,June,total,38938,2021
total,1,pfizer,0,April,total,12616,2021
total,2,pfizer,0,May,total,21928,2021
total,2,pfizer,0,June,total,27985,2021
total,1,astrazeneca,0,April,total,12714,2021
total,2,astrazeneca,0,June,total,5846,2021
total,1,pfizer,0,January,total,2522,2021
total,2,pfizer,0,January,total,172,2021
total,2,pfizer,0,February,total,2587,2021
total,2,pfizer,0,March,total,5159,2021
total,2,pfizer,0,April,total,10439,2021
total,1,pfizer,0,February,total,2430,2021
total,1,moderna,0,June,total,5425,2021
total,1,pfizer,0,March,total,6539,2021
total,3,pfizer,0,June,total,119,2021
total,1,moderna,1,June,total,157,2021
total,0,,1,May,total,105,2020
total,0,,1,June,total,308,2020
total,0,,1,July,total,420,2020
total,0,,1,August,total,471,2020
total,0,,1,September,total,519,2020
total,0,,1,October,total,677,2020
total,0,,1,November,total,1107,2020
total,0,,1,December,total,2569,2020
total,1,astrazeneca,0,March,total,5273,2021
total,2,astrazeneca,0,May,total,1562,2021
total,1,moderna,0,May,total,3209,2021
total,1,janssen,0,May,total,1089,2021
total,1,janssen,0,June,total,3130,2021
total,1,moderna,0,March,total,682,2021
total,1,moderna,0,April,total,2379,2021
total,2,moderna,0,April,total,938,2021
total,2,moderna,0,May,total,3195,2021
total,2,moderna,0,June,total,5154,2021
total,1,astrazeneca,0,February,total,747,2021
total,1,janssen,1,May,total,2,2021
total,1,janssen,1,June,total,66,2021
total,1,astrazeneca,1,April,total,192,2021
total,1,astrazeneca,1,May,total,281,2021
total,1,astrazeneca,1,June,total,302,2021
total,1,pfizer,1,April,total,433,2021
total,1,moderna,1,May,total,97,2021
total,2,moderna,1,June,total,35,2021
total,1,janssen,0,April,total,64,2021
total,1,moderna,1,March,total,12,2021
total,1,moderna,1,April,total,55,2021
total,2,moderna,1,April,total,11,2021
total,2,moderna,1,May,total,31,2021
total,1,pfizer,1,January,total,79,2021
total,2,pfizer,1,January,total,14,2021
total,2,pfizer,1,February,total,130,2021
total,2,pfizer,1,March,total,186,2021
total,2,pfizer,1,April,total,245,2021
total,2,pfizer,1,May,total,365,2021
total,1,pfizer,1,February,total,14,2021
total,1,pfizer,1,March,total,116,2021
total,1,moderna,0,February,total,253,2021
total,2,moderna,0,March,total,309,2021
total,1,moderna,0,January,total,55,2021
total,2,moderna,0,February,total,51,2021
total,1,astrazeneca,1,February,total,16,2021
total,1,astrazeneca,1,March,total,82,2021
total,2,astrazeneca,1,May,total,11,2021
total,2,astrazeneca,1,June,total,30,2021
total,3,pfizer,0,April,total,16,2021
total,3,pfizer,0,May,total,57,2021
total,0,,1,April,total,15,2020
