sex,ageband_at_1_jan_2021,month,Persontime,Persontime_MIS_narrow,Persontime_KD_narrow,Persontime_MIS_KD_narrow,Persontime_MIS_broad,Persontime_KD_broad,Persontime_MIS_KD_broad,Persontime_MYOCARD_narrow,Persontime_MYOCARD_possible,Persontime_Myocardalone_narrow,Persontime_Myocardalone_possible,Persontime_PERICARD_narrow,Persontime_PERICARD_possible,MIS_narrow_b,KD_narrow_b,MIS_KD_narrow_b,MIS_broad_b,KD_broad_b,MIS_KD_broad_b,MYOCARD_narrow_b,MYOCARD_possible_b,Myocardalone_narrow_b,Myocardalone_possible_b,PERICARD_narrow_b,PERICARD_possible_b
0,70-79,2021-03,4036,4036,4036,4036,4036,4036,4036,4036,4036,4036,4036,4036,4036,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,2021-04,2591,2591,2591,2591,2591,2591,2591,2591,2591,2591,2591,2591,2591,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,2021-05,1073,1073,1073,1073,1063,1073,1063,1073,1073,1073,1073,1073,1073,0,0,0,< 5,0,< 5,0,0,0,0,0,0
0,70-79,2021-06,419,419,419,419,389,419,389,419,419,419,419,419,419,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,2021-06,366,366,366,366,366,366,366,366,366,366,366,366,366,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,2020-01,4785,4785,4785,4785,4754,4785,4754,4785,4785,4785,4785,4785,4785,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,2020-02,4466,4466,4466,4466,4437,4466,4437,4466,4466,4466,4466,4466,4466,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,2020-03,4747,4747,4747,4747,4716,4747,4716,4747,4747,4747,4747,4747,4747,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,2020-04,4501,4501,4501,4501,4471,4501,4471,4501,4501,4501,4501,4501,4501,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,2020-05,4546,4546,4546,4546,4514,4546,4514,4546,4546,4546,4546,4546,4546,0,0,0,< 5,0,< 5,0,0,0,0,0,0
0,80+,2020-06,4317,4317,4317,4317,4287,4317,4287,4317,4317,4317,4317,4317,4317,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,2020-07,4423,4423,4423,4423,4392,4423,4392,4423,4423,4423,4423,4423,4423,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,2020-08,4402,4402,4402,4402,4371,4402,4371,4402,4402,4402,4402,4402,4402,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,2020-09,4260,4260,4260,4260,4230,4260,4230,4260,4260,4260,4260,4260,4260,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,2020-10,4401,4401,4401,4401,4370,4401,4370,4401,4401,4401,4401,4401,4401,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,2020-11,4230,4230,4230,4230,4200,4230,4200,4230,4230,4230,4230,4230,4230,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,2020-12,4355,4355,4355,4355,4324,4355,4324,4355,4355,4355,4355,4355,4355,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,2021-01,4275,4275,4275,4275,4244,4275,4244,4275,4275,4275,4275,4275,4275,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,2021-02,3747,3747,3747,3747,3719,3747,3719,3747,3747,3747,3747,3747,3747,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,2021-03,3289,3289,3289,3289,3262,3289,3262,3289,3289,3289,3289,3289,3289,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,2021-04,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,2020-01,3789,3789,3789,3789,3789,3789,3789,3789,3789,3789,3789,3789,3789,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,2020-02,3464,3464,3464,3464,3464,3464,3464,3464,3464,3464,3464,3464,3464,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,2020-03,3627,3627,3627,3627,3627,3627,3627,3627,3627,3627,3627,3627,3627,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,2020-04,3480,3480,3480,3480,3480,3480,3480,3480,3480,3480,3480,3480,3480,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,2020-05,3565,3565,3565,3565,3565,3565,3565,3565,3565,3565,3565,3565,3565,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,2020-06,3450,3450,3450,3450,3450,3450,3450,3450,3450,3450,3450,3450,3450,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,2020-07,3532,3532,3532,3532,3532,3532,3532,3532,3532,3532,3532,3532,3532,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,2020-08,3458,3458,3458,3458,3458,3458,3458,3458,3458,3458,3458,3458,3458,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,2020-09,3297,3297,3297,3297,3297,3297,3297,3297,3297,3297,3297,3297,3297,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,2020-10,3341,3341,3341,3341,3341,3341,3341,3341,3341,3341,3341,3341,3341,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,2020-11,3172,3172,3172,3172,3172,3172,3172,3172,3172,3172,3172,3172,3172,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,2020-12,3176,3176,3176,3176,3176,3176,3176,3176,3176,3176,3176,3176,3176,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,2021-01,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,2021-02,2653,2653,2653,2653,2653,2653,2653,2653,2653,2653,2653,2653,2653,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,2021-03,2405,2405,2405,2405,2405,2405,2405,2405,2405,2405,2405,2405,2405,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,2021-04,857,857,857,857,857,857,857,857,857,857,857,857,857,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,2021-05,412,412,412,412,412,412,412,412,412,412,412,412,412,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,2021-06,355,355,355,355,355,355,355,355,355,355,355,355,355,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,2021-05,188,188,188,188,188,188,188,188,188,188,188,188,188,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,2021-06,156,156,156,156,156,156,156,156,156,156,156,156,156,0,0,0,0,0,0,0,0,0,0,0,0
